gene_locus	common_name
Z5162	uncharacterized
Z3293	Z3293
Z3502	yfaD
Z1487	ECs1233
Z1341	Z1341
Z5136	ECs4584
Z3932	Z3932
Z5701	phnJ
Z4455	yqjF
Z2119	ECs1094
Z2966	intT
Z2000	narK
Z3478	yfaP
Z1876	Z1876
Z6034	Z6034
Z1293	ycbF
Z4846	uncharacterized
Z6066	renP
Z4898	prlC
Z5860	yjgH
Z5904	ECs5266
Z4317	Z4317
Z4255	ygfD
Z5932	ECs5290
Z2860	manX
Z2463	ycjV
Z1084	potI
Z5950	uncharacterized
Z5126	escC
Z1863	nudJ
Z1940	ycgK
Z2390	ECs1952
Z5393	yihF
Z1929	Z1929
Z3309	Z3309
Z1490	Z1490
Z1426	Z1426
Z4836	ftsX
Z4185	Z4185
Z5177	ECs4622
Z2835	yoaF
Z5789	yjfJ
Z3364	UNKNOWN
Z1871	Z1871
Z4921	hdeB
Z0055	folA
Z6081	xisP
Z2288	tehB
Z1337	ECs1073
Z4591	yhcM
Z4804	gntU
Z0467	tauD
Z3253	gatR
Z2993	tra8_2
Z5522	Z5522
Z0242	aspV
Z5852	mgtL
Z0303	proB
Z4504	Z4504
Z3071	Z3071
Z1742	ycfF
Z1030	ybiO
Z2843	yeaU
Z2444	Z2444
Z4599	yhcP
Z2702	ydhY
Z4497	agaI_2
Z2022	oppD
Z0281	yafJ
Z5206	yidZ
Z3244	yegN
Z3162	Z3162
Z0078	espY2
Z2978	ECs2633
Z4231	dsbC
Z0178	map
Z3571	hisJ
Z5565	thiG
Z4571	mtgA
Z3019	yedE
Z5954	uncharacterized
Z3029	fliG
Z5283	ilvA
Z0775	lipB
Z6027	Z6027
Z2385	Z2385
Z0429	prpD
Z5388	mobB
Z3449	yejO
Z2392	Z2392
Z1339	Z1339
Z2226	ddpD
Z4414	ttdA
Z4046	edcC
Z2061	UNKNOWN
Z4974	tag
Z0160	mrcB
Z1263	ycaR
Z0862	ybgJ
Z0334	sidI
Z5691	rbsA2
Z1670	csgG
Z0348	Z0348
Z2884	yebW
Z0584	priC
Z0056	Z0056
Z4633	rrfF
Z2922	yecN
Z0806	lnt
Z5322	cyaA
Z0496	sbcD
Z3166	yeeW
Z5898	uncharacterized
Z4059	cysN
Z0297	prfH
Z1486	uncharacterized
Z4043	mutS
Z5318	hemD
Z3291	yehL
Z0503	yajB
Z0014	dnaK
Z3641	ypdI
Z0244	Z0244
Z3315	Z3315
Z4544	dacB
Z4810	Z4810
Z0847	rhsC
Z5412	yihO
Z3088	Z3088
Z1720	flgK
Z1764	intN
Z0409	yahF
Z5284	ilvY
Z3030	fliH
Z0374	Z0374
Z0152	yadN
Z2827	yeaK
Z0464	tauA
Z3950	ypjB
Z1083	potH
Z0307	intH
Z4932	treF
Z1162	uncharacterized
Z1560	AIG67220.1
Z1807	uncharacterized
Z3090	Z3090
Z4760	ompR
Z0116	hofC
Z4409	cca
Z4298	yggU
Z5333	corA
Z1747	ycfP
Z4329	leE
Z0454	yaiL
Z3310	Z3310
Z3766	Z3766
Z2550	trpB
Z3462	napG
Z2945	flhC
Z2562	AIG68622.1
Z0901	cydB
Z2852	Z2852
Z3703	Z3703
Z3120	uncharacterized
Z2652	pdxH
Z1262	ycaQ
Z2439	ycjZ
Z5747	mopB
Z2531	ribA
Z1465	stx2B
Z1488	uncharacterized
Z3857	yfiC
Z2042	uncharacterized
Z0823	nagC
Z2322	ECs2007
Z4923	hdeD
Z4080	uncharacterized
Z4703	yheN
Z0024	Z0024
Z2509	eefA
Z1489	lomW
Z5348	yigM
Z3914	ssrA
Z3116	ECs2752
Z5040	yibP
Z4653	yrdC
Z2889	Z2889
Z5971	leuV
Z3362	ECs2995
Z3358	ECs2990
Z4423	yqjH
Z5402	yihI
Z0060	ksgA
Z0470	yaiV
Z4179	uncharacterized
Z5214	uncharacterized
Z3978	nrdF
Z1290	elfG
Z4134	ECs3674
Z2980	Z2980
Z4379	mdaB
Z3527	elaA
Z1776	Z1776
Z1886	AIG68017.1
Z0601	ybaP
Z4733	frlC
Z3040	fliR
Z0450	mhpF
Z4505	yraL
Z4850	ECs4325
Z4433	ygjK
Z4727	nirD
Z5498	yijE
Z5185	yidR
Z4712	yheR
Z3658	mntH
Z1348	AIG67912.1
Z2225	Z2225
Z3036	fliN
Z2548	trpD
Z3655	yfeO
Z3130	intU
Z0155	yadB
Z0319	uncharacterized
Z3123	AIG69204.1
Z2555	yciE
Z5029	ehaG
Z1385	Z1385
Z2771	cho
Z3010	fliY
Z1338	Z1338
Z4377	ygiX
Z0972	ECs0834
Z2268	ECs2055
Z5947	Z5947
Z3867	trxC
Z1537	ECs1279
Z2851	Z2851
Z4105	Z4105
Z6078	AIG68152.1
Z2736	Z2736
Z2926	yecK
Z5172	yidI
Z1467	Z1467
Z0489	Z0489
Z3370	Z3370
Z0048	fixB
Z5037	grxC
Z4598	yhcO
Z3906	yfjD
Z5182	ibpB
Z4191	eivJ2
Z4799	ECs4280
Z3767	uncharacterized
Z5277	yifB
Z2974	uncharacterized
Z0304	proA
Z5694	yjdP
Z3263	yegV
Z5215	phoU
Z3798	iscR
Z1724	yceQ
Z2057	Z2057
Z0708	ybcZ
Z3463	napA
Z5124	escJ
Z0890	Z0890
Z3661	alaX
Z0051	yaaU
Z5742	cutA
Z3486	ubiG
Z2660	ydhK
Z3286	molR_D
Z4559	yrbG
Z4139	recC
Z2358	AIG67487.1
Z3357	Z3357
Z2090	ECs2209
Z4716	prkB
Z1944	hlyE
Z3854	rseA
Z1412	torR
Z5613	ECs4941
Z5834	yjfA
Z4453	yqjE
Z3831	yfhG
Z2217	yddW
Z2111	Z2111
Z3839	yfhC
Z4654	yrdD
Z4542	yhbY
Z2748	thrS
Z1864	ymfC
Z2438	Z2438
Z4093	ECs3638
Z4511	yraR
Z1085	ybjO
Z2394	Z2394
Z1485	uncharacterized
Z1884	AIG68015.1
Z5512	yijO
Z4614	AIG70624.1
Z1735	pabC
Z0138	yadG
Z0644	ybbM
Z0942	ybhJ
Z4099	relA
Z3368	AIG67550.1
Z3342	Z3342
Z1745	ycfN
Z5125	Z5125
Z2026	cls
Z2073	Z2073
Z5915	fimD
Z1949	nhaB
Z4091	ECs3635
Z1019	Z1019
Z1696	solA
Z3526	elaB
Z5719	adiA
Z1491	uncharacterized
Z2560	uncharacterized
Z3680	cysK
Z2802	ydjB
Z5490	uncharacterized
Z4232	xerD
Z2575	Z2575
Z4492	agaB
Z5972	yjjT
Z4604	ydhP
Z5660	yjcC
Z4157	lysR
Z5981	yjjW
Z0786	ybeN
Z5361	tatD
Z4460	yhaK
Z0063	imp
Z4724	ppiA
Z4584	yhcK
Z1966	uncharacterized
Z0731	fepG
Z0132	yacC
Z3180	hisL
Z0693	fimZ
Z1218	AIG67332.1
Z3455	ccmD
Z3556	yfbV
Z4562	yrbK
Z2992	ECs2646
Z2231	sfcA
Z4181	Z4181
Z2513	yciW
Z1908	ECs1980
Z5094	uncharacterized
Z2157	ydfH
Z5923	yjiC
Z5775	yjeE
Z1291	ECs1026
Z3285	molR_C
Z0555	ybaO
Z5689	Z5689
Z2161	ydeJ
Z1056	gsiD
Z0675	ylbF
Z5216	pstB
Z5092	Z5092
Z2308	ydcF
Z2140	ECs1114
Z2504	Z2504
Z0381	ykgC
Z0729	fepC
Z0313	Z0313
Z4074	cysJ
Z0421	yahL
Z3525	menF
Z5782	hflC
Z2767	celB
Z2577	Z2577
Z0394	UNKNOWN
Z5317	hemX
Z2711	ynhE
Z1719	flgJ
Z4837	ftsE
Z5930	Z5930
Z2065	Z2065
Z2266	ansP
Z0430	prpE
Z0036	dapB
Z3398	cdd
Z1500	Z1500
Z0149	yadM
Z1882	Z1882
Z5509	frwD
Z2176	yneK
Z4943	yhjK
Z0007	yaaJ
Z3039	fliQ
Z5683	yjcS
Z3121	Z3121
Z5614	ECs4942
Z3437	yejB
Z4291	yggJ
Z3541	nuoH
Z3237	alkA
Z0919	nadA
Z5364	yigC/ubiD
Z0300	yafA
Z1371	Z1371
Z2052	ECs_2759
Z4574	arcB
Z5150	Z5150
Z3177	yeeY
Z0419	ECs_0378
Z5916	fimF
Z4193	Z4193
Z0092	yabC
Z5808	yjfY
Z5160	uncharacterized
Z4624	envR
Z2881	ECs2544
Z3454	ccmE
Z4165	yqeG
Z0841	kdpE
Z1866	Z1866
Z4739	rpe
Z5917	fimG
Z0528	apbA
Z4632	yhdZ
Z4200	ECs3736
Z2051	ECs5720
Z2201	ECs2112
Z0869	ybgP
Z5282	ilvD
Z3966	Z3966
Z1827	ECs2221
Z2934	flhB
Z3600	ECs3221
Z0748	dsbG
Z4994	xylR
Z0778	rlpA
Z3383	pbpG
Z2047	Z2047
Z0217	ileV
Z0896	uncharacterized
Z1178	iha
Z1209	uncharacterized
Z1210	Z1210
Z1369	uncharacterized
Z1611	terA_2
Z1647	AIG67317.1
Z1810	uncharacterized
Z1934	ECs1090
Z2081	Z2081
Z2261	uncharacterized
Z2360	AIG67485.1
Z2982	AIG68903.1
Z3331	uncharacterized
Z3332	uncharacterized
Z3336	Z3336
Z4337	Z4337
Z5378	alaT
Z5430	uncharacterized
Z5487	uncharacterized
Z0597	ybaL
Z4293	yqgE
Z5815	ECs3277
Z1507	rutE
Z0636	ybbI
Z1363	ECs1974
Z3955	ygaQ
Z5716	yjdB
Z4378	ygiY/qseC
Z2960	ftn
Z5610	metH
Z3943	Z3943
Z5183	ibpA
Z0335	uncharacterized
Z4182	ECs3719
Z4481	sohA
Z5982	yjjI
Z4223	Z4223
Z5688	Z5688
Z0259	Z0259
Z4840	yhhL
Z4940	kdgK
Z2240	Z2240
Z1492	uncharacterized
Z3387	yohG
Z5428	ECs4812
Z5489	AIG71409.1
Z1070	ybjH
Z2145	ECs1806
Z6011	uncharacterized
Z4945	bscC
Z5013	yibF
Z4966	lpfD
Z0705	ECs0605
Z1505	ycdG
Z3292	uncharacterized
Z0142	panD
Z3648	fryA
Z4948	yhjOP/bcsA
Z0456	adhC/frmA
Z0465	tauB
Z3935	Z3935
Z1264	kdsB
Z2791	nudG
Z5027	uncharacterized
Z2749	Z2749
Z2325	uncharacterized
Z0088	ilvH
Z0171	dgt
Z1394	hyaF
Z4153	ygeD
Z4847	yhhS
Z1721	flgL
Z4811	uncharacterized
Z4747	yrfB
Z2317	Z2317
Z2932	flhA
Z6010	nleG
Z2066	uncharacterized
Z5743	dcuA
Z5696	phnO
Z4806	gntR
Z5868	Z5868
Z2741	himA
Z0953	Z0953
Z2545	trpL
Z2618	Z2618
Z1708	flgN
Z5914	fimC
Z1109	aqpZ
Z2413	ydaC
Z2735	selO
Z4003	ygaD
Z5566	thiS
Z4508	yraO
Z4569	ptsO
Z5173	yidJ
Z4236	ygfZ
Z3614	Z3614
Z0964	Z0964
Z1967	Z1967
Z2419	zntB
Z2712	ydiC
Z4281	speB
Z4933	yhjB
Z1839	uncharacterized
Z3233	dcd
Z0103	ftsQ
Z3060	yedV
Z0689	sfmD
Z1947	umuC
Z4040	fhlA
Z6056	ECs2265
Z5801	yjfR
Z5347	yigL
Z1024	ybiI
Z2326	ydbL
Z0502	ECs0454
Z1020	dinG
Z3989	gshA
Z2796	topB
Z1546	acpS2
Z4129	ygdL
Z3967	ygaP
Z0418	ECs0377
Z0887	fumA
Z1035	ybiF
Z0750	ahpF
Z2821	Z2821
Z3517	arnF
Z4813	ggt
Z3519	pmrD
Z3840	yfhB
Z5427	yiiD
Z4110	syd
Z5578	yjaI
Z3369	AIG67549.1
Z3119	uncharacterized
Z1846	uncharacterized
Z2144	AIG68268.1
Z0200	mesJ
Z1201	uncharacterized
Z1629	uncharacterized
Z1631	AIG67296.1
Z1632	AIG67297.1
Z1642	AIG67310.1
Z3073	Z3073
Z3352	AIG67568.1
Z4334	Z4334
Z6052	AIG68175.1
Z4969	lpfB
Z3829	glnB
Z4744	hofQ
Z1775	Z1775
Z4757	Z4757
Z4292	gshB
Z1819	Z1819
Z2332	ydbK
Z4695	bfr
Z3217	gmd
Z3175	yeeE
Z0145	panB
Z4296	yggS
Z4635	thrV
Z2353	Z2353
Z3345	Z3345
Z2610	rstB
Z2235	fdnH
Z1950	fadR
Z2250	Z2250
Z3295	yehQ
Z1935	ECs1667
Z5929	yjiH
Z4908	slp
Z4321	ECs3850
Z5143	Z5143
Z3554	yfbT
Z1039	mntR
Z5290	rhlB
Z4289	sprT
Z3028	fliF
Z1815	Z1815
Z3983	ygaZ
Z3744	hyfD
Z2904	zwf
Z5095	ECs4544
Z1393	hyaE
Z2442	Z2442
Z5074	gmk
Z4199	Z4199
Z6076	uncharacterized
Z5121	Z5121
Z5362	rfaH
Z3632	evgS
Z4259	yggE
Z3011	fliZ
Z3241	yegL
Z1343	Z1343
Z2603	Z2603
Z0521	espY3
Z2482	pspA
Z4412	ygiH
Z2927	cutC
Z5764	yjeM
Z5488	ECs4864
Z2469	Z2469
Z3656	ypeC
Z0524	ispA
Z5765	yjeP
Z2493	ymjA
Z5755	sugE
Z1761	cobB
Z0979	Z0979
Z2557	AIG68619.1
Z1702	yceL
Z4781	glpR
Z1475	Z1475
Z2535	cysB
Z5186	yidS
Z3382	dld
Z3125	Z3125
Z2448	ycjI/mpaA
Z4301	yggM
Z5648	yjbO
Z2473	Z2473
Z5014	rhsA
Z4239	bglA
Z3301	yehS
Z3126	ECs2766
Z2195	ydeK
Z1297	Z1297
Z4266	epd
Z4834	livJ
Z3211	wcaJ
Z4101	barA
Z4148	UNKNOWN
Z1267	ycbC
Z2122	Z2122
Z3626	Z3626
Z3856	nadB
Z2021	oppC
Z3137	uncharacterized
Z5859	yjgG_2
Z2792	ynjH
Z1118	yljA
Z5526	trmA
Z2379	ECs1959
Z2316	ynbD
Z2894	Z2894
Z2600	pntA
Z4555	yrbC
Z4402	yqiJ
Z4520	yhbV
Z3062	hiuH
Z3207	wcaM
Z3400	yeiS
Z0688	sfmC
Z1777	ECs1513
Z2764	celF
Z0477	ddlA
Z3448	proL
Z0377	ECs0338
Z1289	elfC
Z4917	chuY
Z2756	hxpB
Z2020	oppB
Z5569	thiC
Z1771	ydaS
Z5457	cpxR
Z5698	phnM
Z0718	ybdF
Z1000	moaA
Z3481	yfaS
Z0861	ybgI
Z5658	ssb
Z2950	otsB
Z1896	Z1896
Z2082	Z2082
Z3782	ECs3381
Z5571	yjaD
Z5543	murB
Z1357	Z1357
Z4064	ygbT
Z2697	ydhU
Z1710	flgA
Z5044	kbl
Z2536	topA
Z4900	gor
Z4955	AIG70938.1
Z0166	yadQ
Z3707	eutA
Z4126	ECs3669
Z3236	Z3236
Z2208	safA
Z0428	prpC
Z2478	pspD
Z4759	envZ
Z1259	ycaI
Z2259	UNKNOWN
Z5751	yjeK
Z3311	ECs1990
Z4560	yrbH/kdsD
Z4073	cysI
Z4371	sufI
Z5104	Z5104
Z1918	ECs1650
Z4498	yraH
Z5373	rrsA
Z0963	uncharacterized
Z2921	yecE
Z5575	yjaG
Z2686	cfa
Z3853	rseB
Z4539	folP
Z1459	Z1459
Z3000	pgsA
Z4832	Z4832
Z3826	yphH
Z1176	terE
Z5113	Z5113
Z3696	Z3696
Z5463	cdh
Z3811	hcaC
Z2668	nemA
Z5477	menA
Z4568	yhbJ
Z4268	Z4268
Z1234	lrp
Z3460	napB
Z5726	yjdG
Z1923	ECs1654
Z4519	yhbU
Z5854	yjgF
Z3361	Z3361
Z3910	smpA
Z4785	glpE
Z0343	Z0343
Z4407	ygiF
Z5773	yjeS
Z2410	recT
Z0859	phrB
Z2178	yneI
Z4914	chuW
Z2759	ydjO
Z5988	lplA/smp
Z3732	ypfH
Z0276	yafV
Z2252	ydcE
Z1098	uncharacterized
Z3738	gcvR
Z5867	yjgD
Z2370	uncharacterized
Z0248	Z0248
Z5164	ilvN
Z4872	nikE
Z1044	Z1044
Z0159	hrpB
Z0378	ykgB
Z2755	ECs2432
Z3699	ypeA
Z0700	Z0700
Z2692	valV
Z5980	yjjV
Z5326	dapF
Z3988	ygaG
Z1518	uncharacterized
Z4052	surE
Z5055	rfaG
Z4963	proK
Z2786	ECs2460
Z1796	AIG68481.1
Z5525	yijD
Z3739	bcp
Z0842	kdpD
Z2885	pphA
Z2352	Z2352
Z4729	cysG
Z1880	ybcW
Z5336	UNKNOWN
Z5276	yifE
Z0924	aroG
Z5515	argE
Z0867	abrB
Z1859	phoP
Z0796	ybeT
Z6003	creD
Z0868	ybgO
Z5398	polA
Z0656	ylbG
Z4202	glyU
Z1274	ycbL
Z3313	Z3313
Z3122	uncharacterized
Z5640	plsB
Z1404	ymcD
Z2839	yeaR
Z4626	acrF_1
Z3438	yejE
Z3765	ppx
Z2142	AIG68266.1
Z5662	soxR
Z1854	ECs1598
Z0391	hyxA
Z0272	Z0272
Z0013	yaaI
Z5925	yjiD
Z1302	ymbA
Z4961	dppA
Z1409	yccM
Z5146	yicL
Z2658	ydhI
Z0363	ykgL
Z6001	creB
Z3129	exoU
Z3479	uncharacterized
Z4986	yiaH
Z0079	yabN
Z3881	gltW
Z5952	yjiX
Z0645	ybbN
Z0408	yahE
Z5133	escT
Z0269	yibG
Z5816	ECs5183
Z5465	yiiQ
Z5732	lysU
Z1939	ycgJ
Z4887	yhiJ
Z4843	zntA
Z1925	ECs1656
Z3686	cysM
Z5673	nrfE
Z4406	glnE
Z2084	Z2084
Z4144	thyA
Z0717	nfnB
Z2281	hicB
Z5997	gpmB
Z6022	Z6022
Z3035	fliM
Z5911	fimE
Z2508	Z2508
Z4089	ygcF/queE
Z0382	ykgD
Z3991	yqaB
Z0922	ybgR
Z4761	greB
Z5151	Z5151
Z1688	yceE
Z4906	uncharacterized
Z4749	yrfD
Z2738	btuD
Z5774	yjeF
Z4245	pepP
Z3904	ffh
Z1477	Z1477
Z0695	argU
Z3385	yohD
Z6077	UNKNOWN
Z2244	narZ
Z4318	Z4318
Z3300	yehR
Z0699	nfrB
Z0282	yafK
Z1802	AIG68473.1
Z1317	Z1317
Z5369	pepQ
Z3628	dsdA
Z2572	ynfC
Z0665	Z0665
Z1235	ftsK
Z1540	uncharacterized
Z2690	ydhE
Z1818	Z1818
Z1788	uncharacterized
Z2854	yoaH
Z2283	yncJ
Z0148	yadL
Z5618	Z5618
Z0342	ECs0305
Z1078	mdaA
Z5934	yjiK
Z5741	dsbD
Z0899	Z0899
Z3379	yehY
Z2511	uncharacterized
Z3275	Z3275
Z3674	yfeR_1
Z2397	Z2397
Z5355	ubiE
Z4459	yhaJ
Z1534	ECs1276
Z1535	Z1535
Z0058	apaH
Z4197	Z4197
Z4746	yrfA
Z5754	ecnB
Z0161	fhuA
Z0657	ybbB
Z4092	ECs3637
Z3107	uncharacterized
Z5499	yijF
Z2494	sapA
Z0144	panC
Z3568	hisP
Z2928	yecM
Z3222	wcaB
Z1881	ylcI
Z3239	yegI
Z0977	ECs0839
Z4380	ygiN
Z0280	gmhA
Z3640	yfdX
Z2925	bisZ
Z1174	terC
Z1203	Z1203
Z3582	pdxB
Z3410	yeiG
Z5132	escU
Z3434	spr
Z6031	Z6031
Z2847	rnd
Z0941	ybhI
Z5712	yjcZ
Z4769	yhgI
Z2897	yebE
Z5907	yjhA
Z3609	yfdF
Z2858	ECs2524
Z1797	AIG68480.1
Z5899	ECs5261
Z2108	Z2108
Z2781	xthA
Z4454	uncharacterized
Z4315	Z4315
Z2942	cheA
Z1843	ECs1582
Z1746	ycfO/nagZ
Z0992	ybhB
Z4227	idi
Z5448	rhaB
Z3746	hyfF
Z2087	uncharacterized
Z1484	ECs1229
Z3443	yejH
Z4257	ygfH
Z0865	nei
Z0638	ECs0546
Z2105	uncharacterized
Z5577	yjaH
Z0660	ybbU
Z1901	Z1901
Z4563	yhbN
Z0808	ybeY
Z0010	yaaH
Z5951	Z5951
Z1948	dsbB
Z1680	ymdC
Z4849	uncharacterized
Z3509	yfaO
Z3494	Z3494
Z2685	ydhC
Z3528	elaC
Z3990	Z3990
Z4017	ygaA
Z1088	Z1088
Z3889	bamD
Z2737	nlpC
Z4753	yrfG
Z3013	fliC
Z4147	ygdP
Z0662	gip
Z1268	smtA
Z4138	ptr
Z1916	Z1916
Z3712	cchB
Z1075	ybjM
Z3784	ECs3383
Z5340	rarD
Z2673	lhr
Z3977	nrdE
Z5940	rpnD
Z5544	birA
Z2433	fnr
Z2249	uncharacterized
Z3288	yehK
Z2841	yeaS
Z2991	Z2991
Z5626	yjbG
Z0651	ECs0560
Z4767	bioH
Z4661	mscL
Z0274	Z0274
Z3178	yeeZ
Z1743	ycfL
Z0807	ybeX
Z5906	yjhT
Z3072	espF(u)
Z3512	arnC
Z5777	mutL
Z5365	ubiB
Z2761	katE
Z2880	yebS
Z3230	Z3230
Z3769	yfgH
Z5740	yjdC
Z2263	uncharacterized
Z2136	Z2136
Z1690	lpxL
Z0212	yaeD/gmhB
Z4304	yggL
Z3954	ygaQ
Z2030	tonB
Z0204	cutF
Z3054	dcm
Z2959	yecR
Z3223	wcaA
Z3706	eutB
Z4844	yhhP/tusA
Z5466	yiiR
Z6029	AIG68639.1
Z4398	uncharacterized
Z5062	radC
Z1076	grxA
Z2010	ychK
Z2975	Z2975
Z5036	secB
Z3124	Z3124
Z0931	modE
Z4768	yhgH
Z0640	uncharacterized
Z2543	yciO
Z4428	ebgR
Z4184	Z4184
Z0702	Z0702
Z1676	csgA
Z2163	ydeH
Z4696	yheA
Z3540	nuoI
Z5006	yiaV
Z1364	ECs1975
Z2999	glyW
Z1695	yceO
Z3893	aroF
Z4728	nirC
Z2265	Z2265
Z0986	Z0986
Z5247	yieN
Z4890	yhiM
Z3892	tyrA
Z2705	lpp
Z2287	ydcL
Z4007	srlE_1
Z0600	ybaK
Z3685	yfeK
Z1227	serW
Z3436	yejA
Z0746	ybdN
Z3381	bglX
Z0697	ybcH
Z2727	ydiR
Z0022	Z0022
Z5814	uncharacterized
Z1349	ECs2189
Z2409	recE
Z1055	gsiC
Z5892	Z5892
Z4352	yghW
Z5474	uncharacterized
Z4930	gadA
Z3208	wcaL
Z3601	Z3601
Z3758	Z3758
Z0412	yahI
Z1005	ybhL
Z0097	mraY
Z3457	ccmB
Z0122	aroP
Z1451	AIG67565.1
Z2366	Z2366
Z3273	yohL
Z0495	sbcC
Z0542	clpP
Z5527	btuB
Z5089	ECs4537
Z2246	narW
Z1848	ECs1591
Z0436	cynS
Z3235	Z3235
Z5938	yjiN
Z0936	ybhA
Z4797	asd
Z2095	uncharacterized
Z2549	trpC
Z1314	mgsA
Z5996	yjjX
Z2309	uncharacterized
Z0102	ddlB
Z1365	AIG67932.1
Z0315	ECs0282
Z5439	yiiG
Z4183	uncharacterized
Z4044	pphB
Z2770	nadE
Z1784	ECs1082
Z0956	ECs0815
Z0118	ppdD
Z0373	uncharacterized
Z3673	yfeR_2
Z3907	grpE
Z1389	hyaA
Z3702	yfeG
Z6017	ECs1817
Z2380	UNKNOWN
Z3768	yfgG
Z5768	yjeR
Z5791	yjfL
Z5523	Z5523
Z4925	yhiE
Z3595	Z3595
Z3266	yegX
Z3948	ypjA
Z2454	tyrR
Z2589	ynfL
Z5987	Z5987
Z1155	uncharacterized
Z1161	Z1161
Z1166	Z1166
Z1177	terF
Z1205	uncharacterized
Z1375	Z1375
Z1377	Z1377
Z1581	ureD_2
Z1591	AIG67250.1
Z1612	terB_2
Z1615	terE_2
Z1637	Z1637
Z1648	UNKNOWN
Z1660	Z1660
Z1809	Z1809
Z1811	ECs1800
Z3075	lomU
Z3082	Z3082
Z3095	Z3095
Z3323	Z3323
Z3339	AIG67584.1
Z3922	Z3922
Z6037	ECs2243
Z5652	tyrB
Z1857	uncharacterized
Z1504	Z1504
Z6079	uncharacterized
Z2616	manA
Z2216	xasA
Z0098	murD
Z4172	ygeG
Z3015	fliS
Z3750	Z3750
Z2053	Z2053
Z4392	tolC
Z2659	ydhJ
Z3974	ECs3535
Z2172	ydeB
Z4254	sbm
Z3143	uncharacterized
Z0897	uncharacterized
Z5519	oxyR
Z3503	rhmA
Z2888	Z2888
Z4234	uncharacterized
Z4594	degS
Z1808	ECs1546
Z1812	AIG68191.1
Z2133	Z2133
Z0537	yajG
Z0559	mdlB
Z1868	ECs1611
Z4928	yhiW
Z3573	ubiX
Z5845	pmbA
Z1922	Z1922
Z0960	Z0960
Z3033	fliK
Z2571	speG
Z2169	marB
Z1347	AIG67911.1
Z2273	ydcY
Z3262	Z3262
Z3778	gcpE
Z5702	phnI
Z4911	chuA
Z3277	yehB
Z2029	yciI
Z0663	ybbQ
Z2085	Z2085
Z2203	ydeT
Z1996	narL
Z2709	ynhC
Z1424	intW
Z0523	dxs
Z1545	ECs1285
Z2510	Z2510
Z0351	yagS
Z2785	ynjA
Z5152	yicN
Z1255	ycaL
Z1849	ECs1592
Z3843	uncharacterized
Z0317	ECs0280
Z3161	AIG67307.1
Z3781	ndk
Z3539	nuoJ
Z0797	ybeU
Z1378	Z1378
Z1506	rutF
Z0015	dnaJ
Z4839	yhhF
Z2270	yncB
Z2294	ydcG
Z4976	bisC
Z0167	yadR
Z1957	Z1957
Z4097	chpA
Z1325	Z1325
Z4403	Z4403
Z3450	narP
Z0999	ybhK
Z4521	yhbW
Z0701	uncharacterized
Z0285	dinJ
Z1439	kilW
Z2107	uncharacterized
Z5280	ilvM
Z5187	Z5187
Z1980	hemM
Z5672	nrfD
Z0829	ybfM
Z5946	Z5946
Z1712	flgC
Z1675	csgB
Z3031	fliI
Z2102	ECs2193
Z4556	yrbD
Z3677	lig
Z0939	ybhD
Z5123	Z5123
Z5148	yicS
Z1033	glnH
Z1665	serX
Z4233	fldB
Z3306	ECs2940
Z2554	yciF
Z2184	uxaB
Z3020	yedF
Z3212	cpsG
Z1115	macA
Z3555	yfbU
Z0113	yacE
Z0634	ECs0543
Z3726	narQ
Z1835	Z1835
Z2976	Z2976
Z4396	ygiD
Z3139	amn
Z3061	yedW
Z4415	ttdB
Z2629	uncharacterized
Z3755	perM
Z1410	torS
Z3487	yfaL
Z3127	ECs2767
Z1693	Z1693
Z3066	UNKNOWN
Z4238	yqfB
Z4939	yhjH
Z1783	Z1783
Z4096	mazG
Z3226	wzb
Z2972	Z2972
Z1920	Z1920
Z2499	sapD
Z3742	hyfB
Z5646	uncharacterized
Z5213	ECs4655
Z0106	lpxC
Z4405	hldE
Z0290	fhiA
Z0585	ybaN
Z2763	ydjC
Z4657	def
Z3325	Z3325
Z1270	mukE
Z2083	Z2083
Z5330	uvrD
Z0888	Z0888
Z3456	ccmC
Z3004	sdiA
Z0413	yahJ
Z3622	Z3622
Z3909	recN
Z3939	uncharacterized
Z4944	yhjL
Z3318	Z3318
Z4870	nikC
Z2303	cybB
Z5781	hflK
Z1476	Z1476
Z0574	ybaJ
Z3942	uncharacterized
Z5918	fimH
Z5736	cadC
Z5905	yjhS
Z4041	ygbA
Z2688	ribE
Z4102	ygcX/gudD
Z5258	yieP
Z1667	ycdX
Z5189	yidB
Z3227	wza
Z5003	yiaT
Z2568	intP_2
Z4449	yqjA
Z4170	AIG70187.1
Z0776	ybeD
Z2245	narY
Z5075	rpoZ
Z3451	ccmH
Z4788	Z4788
Z5750	yjeJ
Z4294	yqgF
Z2221	uncharacterized
Z4929	yhiX
Z0755	rna
Z0898	uncharacterized
Z0795	ybeS
Z5665	yjcF
Z0346	ECs0309
Z3569	hisM
Z5547	uncharacterized
Z1335	Z1335
Z4439	ygjQ
Z2209	Z2209
Z4838	ftsY
Z4176	ygeK
Z1493	Z1493
Z2207	ydeP
Z5086	selC
Z0332	Z0332
Z4416	ygjE
Z0835	ybfF
Z6002	creC
Z1237	lolA
Z0844	kdpB
Z2803	ydjE
Z6063	mokP
Z1286	ycbQ
Z4436	ygjN
Z3617	ECs3235
Z3672	flxA
Z1744	ycfM
Z4602	yhcS
Z2782	ydjX
